type,region,station,date,18,21,00,03,06,09,12,15
темп_возд,KZ-ALM,Матай,2023-04-08,10.3,9.1,7.7,9.9,15.8,15.4,12.3,5.7
темп_возд,KZ-ALM,Матай,2023-04-09,2.9,-2.0,-2.4,-0.1,6.9,11.0,11.5,4.8
темп_возд,KZ-ALM,Матай,2023-04-10,1.4,-1.6,-5.4,6.6,15.4,18.7,17.1,13.0
темп_возд,KZ-ALM,Матай,2023-04-11,13.6,11.1,8.0,7.4,12.0,14.7,15.1,11.6
темп_возд,KZ-ALM,Матай,2023-04-12,10.4,8.7,7.6,10.9,15.6,16.1,13.9,9.1
темп_возд,KZ-ALM,Матай,2023-04-13,6.5,4.2,3.5,11.9,17.9,19.4,19.0,11.9
темп_возд,KZ-ALM,Матай,2023-04-14,8.2,7.1,6.2,13.5,22.2,25.4,25.8,20.0
темп_возд,KZ-ALM,Матай,2023-04-15,16.0,19.3,20.3,22.2,22.1,15.3,15.8,15.2
темп_возд,KZ-ALM,Матай,2023-04-16,14.0,11.9,9.9,15.0,17.9,18.3,18.5,15.1
темп_возд,KZ-ALM,Матай,2023-04-17,11.3,10.9,15.2,12.2,12.2,15.8,13.2,6.9
темп_возд,KZ-ALM,Матай,2023-04-18,6.1,2.9,0.2,0.4,4.4,6.3,6.9,3.5
темп_возд,KZ-ALM,Матай,2023-04-19,0.8,-0.6,-2.5,5.8,8.5,11.6,10.5,4.7
темп_возд,KZ-ALM,Матай,2023-04-20,0.9,-2.4,-2.8,4.8,9.1,10.4,8.9,4.0
темп_возд,KZ-ALM,Матай,2023-04-21,-0.2,-2.3,-6.6,3.1,8.3,12.2,11.9,5.6
темп_возд,KZ-ALM,Матай,2023-04-22,2.8,-1.9,-3.5,7.9,11.2,13.5,12.9,8.4
темп_возд,KZ-ALM,Матай,2023-04-23,5.8,3.2,1.2,11.7,17.0,19.8,20.5,12.3
темп_возд,KZ-ALM,Матай,2023-04-24,10.3,6.0,4.4,18.7,26.1,26.0,22.9,18.7
темп_возд,KZ-ALM,Матай,2023-04-25,15.4,10.0,6.6,11.6,16.3,18.0,17.6,11.8
темп_возд,KZ-ALM,Матай,2023-04-26,9.3,5.7,4.9,15.0,18.8,20.0,20.6,14.0
темп_возд,KZ-ALM,Матай,2023-04-27,10.7,7.4,5.9,17.8,22.4,24.3,23.7,16.1
темп_возд,KZ-ALM,Матай,2023-04-28,9.4,7.5,9.2,18.1,24.2,28.7,28.8,20.0
темп_возд,KZ-ALM,Матай,2023-04-29,12.1,8.1,5.1,19.2,29.0,30.9,28.6,20.2
темп_возд,KZ-ALM,Матай,2023-04-30,20.0,16.3,12.9,22.1,26.4,26.6,23.4,16.4
